sim_time,agent_id,x,y,z
0.000,0,-0.9725,-0.7880,-5.5362
0.000,1,-0.9616,-0.0534,-3.6754
0.000,2,-2.5067,-1.7854,-5.8772
0.000,3,-1.7044,-1.3579,-4.2389
0.000,4,-1.4253,0.8002,-5.7247
0.000,5,-2.0169,0.9711,-4.3349
0.000,6,-3.3553,0.2929,-5.8788
0.000,7,-2.8282,-0.4556,-3.8300
0.000,8,-1.0539,-0.2593,-7.4248
0.000,9,-0.9345,-0.3683,-2.6797
0.000,10,-1.8433,-1.6685,-7.3946
0.000,11,-2.3855,-1.2602,-2.7716
0.000,12,-1.5528,0.9148,-7.4956
0.000,13,-1.6289,1.0142,-2.6884
0.000,14,-2.9901,0.1132,-7.4063
0.000,15,-2.9369,0.0269,-2.1606
0.000,16,-0.0960,-1.8318,-5.8851
0.000,17,-0.4270,-2.3914,-4.0048
0.000,18,-1.3740,-2.6661,-5.9851
0.000,19,-1.4481,-2.4332,-4.3177
1.000,0,-0.4802,-0.7160,-5.4972
1.000,1,-0.5055,0.0483,-3.9856
1.000,2,-2.0134,-1.7022,-5.8395
1.000,3,-1.2353,-1.1475,-4.3151
1.000,4,-0.8855,0.7734,-5.7096
1.000,5,-1.5325,0.9974,-4.3912
1.000,6,-2.8095,0.2836,-5.8496
1.000,7,-2.4036,-0.3301,-3.8843
1.000,8,-0.5256,-0.3937,-7.3380
1.000,9,-0.4926,-0.4584,-2.3436
1.000,10,-1.3051,-1.6412,-7.3096
1.000,11,-1.8379,-1.2686,-2.7815
1.000,12,-1.0879,1.0590,-7.4214
1.000,13,-1.0919,0.9847,-2.7697
1.000,14,-2.4475,0.1076,-7.3258
1.000,15,-2.3958,0.0241,-2.2547
1.000,16,0.4554,-1.8560,-5.8588
1.000,17,0.1165,-2.3323,-3.9216
1.000,18,-0.8252,-2.6286,-5.9718
1.000,19,-1.3254,-2.7657,-4.5741
2.000,0,0.5717,-0.6498,-5.5054
2.000,1,-0.0482,0.1074,-4.0886
2.000,2,-0.9935,-1.6036,-5.7769
2.000,3,-0.2970,-1.1701,-4.3818
2.000,4,0.1113,0.7311,-5.7065
2.000,5,-0.6445,1.0671,-4.4638
2.000,6,-1.7742,0.2623,-5.7725
2.000,7,-1.4386,-0.2502,-3.9540
2.000,8,0.5457,-0.4100,-7.1757
2.000,9,0.5435,-0.4962,-2.3161
2.000,10,-0.2965,-1.6368,-7.1465
2.000,11,-0.7878,-1.2560,-2.9060
2.000,12,-0.1190,1.0892,-7.2625
2.000,13,-0.0903,0.9258,-2.9136
2.000,14,-1.4132,0.0881,-7.1960
2.000,15,-1.3733,0.0307,-2.4221
2.000,16,1.5141,-1.7942,-5.8022
2.000,17,1.1667,-2.2083,-3.9292
2.000,18,0.2192,-2.5227,-5.9645
2.000,19,-0.5033,-2.8651,-4.6894
3.000,0,1.7709,-0.6090,-5.4617
3.000,1,-0.0145,-0.1731,-4.0320
