sim_time,agent_id,x,y,z
0.000,0,-0.6786,-1.6609,-5.7840
0.000,1,-0.1243,-2.2154,-4.1925
0.000,2,-1.6402,-2.1162,-5.7523
0.000,3,-2.0835,-1.7897,-4.4192
0.000,4,-0.1802,-0.4145,-6.1615
0.000,5,-0.2586,-0.2777,-3.6267
0.000,6,-1.7471,-0.1998,-5.5044
0.000,7,-1.9987,-0.1739,-4.2874
0.000,8,-0.6044,-1.9271,-7.2328
0.000,9,-0.1040,-2.0021,-2.4932
1.000,0,-0.1335,-1.6113,-5.6782
1.000,1,0.4240,-2.1552,-4.2232
1.000,2,-1.5777,-2.2717,-5.8581
1.000,3,-1.5533,-1.7216,-4.3486
1.000,4,0.3467,-0.2307,-6.2071
1.000,5,0.3120,-0.2819,-3.6785
1.000,6,-1.2294,-0.2639,-5.6931
1.000,7,-1.4889,-0.1694,-4.0784
1.000,8,-0.0779,-1.8863,-7.1568
1.000,9,0.4416,-1.9479,-2.5884
2.000,0,0.9264,-1.5164,-5.5548
2.000,1,1.4798,-2.0390,-4.2792
2.000,2,-0.7791,-2.2802,-5.8694
2.000,3,-0.5070,-1.6343,-4.3517
2.000,4,1.4036,-0.0959,-6.1663
2.000,5,1.3933,-0.2477,-3.7771
2.000,6,-0.1879,-0.3070,-5.7494
2.000,7,-0.4605,-0.1787,-4.0247
2.000,8,0.9664,-1.7970,-7.0291
2.000,9,1.4916,-1.8412,-2.7683
3.000,0,2.0854,-1.3563,-5.5120
3.000,1,2.6765,-1.9578,-4.3101
3.000,2,0.3467,-2.1908,-5.8212
3.000,3,0.6951,-1.5881,-4.4061
3.000,4,2.5823,-0.0284,-6.0774
3.000,5,2.5837,-0.2040,-3.8854
3.000,6,1.0499,-0.3051,-5.7218
3.000,7,0.7619,-0.1473,-4.0500
3.000,8,2.1594,-1.6968,-6.9662
3.000,9,2.6757,-1.7050,-2.8593
4.000,0,3.2671,-1.2344,-5.4981
4.000,1,3.9026,-1.9293,-4.3261
4.000,2,1.5596,-2.0694,-5.7694
4.000,3,1.9331,-1.5358,-4.4585
4.000,4,3.7892,0.0421,-5.9992
4.000,5,3.7972,-0.1685,-3.9943
4.000,6,2.2325,-0.2019,-5.6835
4.000,7,2.0037,-0.0548,-4.1018
4.000,8,3.3857,-1.6010,-6.9540
4.000,9,3.8871,-1.5490,-2.8579
5.000,0,4.4475,-1.1787,-5.4465
5.000,1,5.1305,-1.8880,-4.3343
5.000,2,2.7727,-1.9563,-5.7945
5.000,3,3.1710,-1.4439,-4.4281
5.000,4,5.0046,0.1393,-5.9424
5.000,5,5.0180,-0.1411,-4.1011
5.000,6,3.3967,-0.0953,-5.6400
5.000,7,3.2288,0.0229,-4.1650
5.000,8,4.6133,-1.4988,-6.9011
5.000,9,5.0990,-1.3966,-2.9268
6.000,0,5.6095,-1.0809,-5.3944
6.000,1,6.3561,-1.8546,-4.3668
6.000,2,3.9865,-1.8301,-5.7930
6.000,3,4.4015,-1.3730,-4.4245
6.000,4,6.2235,0.2053,-5.8698
6.000,5,6.2369,-0.1183,-4.2046
6.000,6,4.5792,-0.0202,-5.6503
6.000,7,4.4473,0.1087,-4.1671
6.000,8,5.8372,-1.3959,-6.8415
6.000,9,6.3076,-1.2371,-3.0018
7.000,0,6.7682,-0.9893,-5.3308
7.000,1,7.5807,-1.8257,-4.3995
7.000,2,5.1923,-1.7018,-5.7910
7.000,3,5.6272,-1.3003,-4.4164
7.000,4,7.4432,0.2627,-5.7962
7.000,5,7.4548,-0.0985,-4.3067
7.000,6,5.7496,0.0565,-5.6720
7.000,7,5.6648,0.1825,-4.1681
7.000,8,7.0588,-1.2944,-6.7719
7.000,9,7.5122,-1.0778,-3.1025
8.000,0,7.9330,-0.9157,-5.2895
8.000,1,8.8055,-1.7874,-4.4428
8.000,2,6.3960,-1.5701,-5.7812
8.000,3,6.8118,-1.2426,-4.3665
8.000,4,8.6613,0.3305,-5.7809
8.000,5,8.6718,-0.0500,-4.3602
8.000,6,6.9193,0.1225,-5.6802
8.000,7,6.8832,0.2469,-4.1909
8.000,8,8.2771,-1.1963,-6.7209
8.000,9,8.7185,-0.9422,-3.1958
9.000,0,9.0967,-0.8466,-5.2681
9.000,1,10.0289,-1.7179,-4.4872
9.000,2,7.6015,-1.4343,-5.7502
9.000,3,7.9790,-1.1943,-4.3177
9.000,4,9.8791,0.3773,-5.8564
9.000,5,9.8856,0.0737,-4.3670
9.000,6,8.0896,0.1779,-5.7046
9.000,7,8.1028,0.3043,-4.2052
9.000,8,9.4967,-1.1002,-6.6905
9.000,9,9.9271,-0.8893,-3.2131
10.000,0,10.2650,-0.7510,-5.2174
10.000,1,11.2495,-1.6352,-4.5330
10.000,2,8.8038,-1.2988,-5.7314
10.000,3,9.1646,-1.1395,-4.2821
10.000,4,11.0957,0.3778,-5.8784
10.000,5,11.1014,0.1783,-4.3970
10.000,6,9.2482,0.2328,-5.7272
10.000,7,9.3220,0.3538,-4.2315
10.000,8,10.7169,-0.9975,-6.6243
10.000,9,11.1293,-0.8301,-3.2810
11.000,0,11.4248,-0.6456,-5.1619
11.000,1,12.4697,-1.5605,-4.6146
11.000,2,10.0039,-1.1624,-5.7089
11.000,3,10.3314,-1.0927,-4.2382
11.000,4,12.3143,0.3700,-5.9046
11.000,5,12.3177,0.2857,-4.4046
11.000,6,10.3994,0.2814,-5.7509
11.000,7,10.5390,0.3991,-4.2621
11.000,8,11.9346,-0.9002,-6.5470
11.000,9,12.3222,-0.7591,-3.3398
12.000,0,12.5764,-0.5363,-5.1058
12.000,1,13.6876,-1.4646,-4.7131
12.000,2,11.1923,-1.0717,-5.6751
12.000,3,11.4935,-1.0465,-4.2026
12.000,4,13.5314,0.4310,-5.9026
12.000,5,13.5325,0.4075,-4.4037
12.000,6,11.5627,0.3617,-5.7778
12.000,7,11.7574,0.4330,-4.2908
12.000,8,13.1360,-0.8816,-6.4767
12.000,9,13.5066,-0.7121,-3.4084
13.000,0,13.7497,-0.4390,-5.0782
13.000,1,14.9018,-1.3545,-4.8309
13.000,2,12.3691,-1.0072,-5.6487
13.000,3,12.6647,-0.9822,-4.1791
13.000,4,14.7479,0.4892,-5.8993
13.000,5,14.7476,0.5169,-4.4012
13.000,6,12.7442,0.4517,-5.7801
13.000,7,12.9386,0.4994,-4.2790
13.000,8,14.3333,-0.8840,-6.3844
13.000,9,14.6782,-0.6774,-3.4993
14.000,0,14.9336,-0.3448,-5.0351
14.000,1,16.1140,-1.2475,-4.9656
14.000,2,13.5432,-0.9264,-5.6361
14.000,3,13.8370,-0.8999,-4.1617
14.000,4,15.9677,0.5038,-5.9053
14.000,5,15.9649,0.6102,-4.4082
14.000,6,13.9181,0.5200,-5.7443
14.000,7,14.0663,0.6020,-4.2371
14.000,8,15.5443,-0.8762,-6.2937
14.000,9,15.8275,-0.6473,-3.6078
15.000,0,16.1177,-0.2481,-4.9631
15.000,1,17.3281,-1.1386,-5.0247
15.000,2,14.7060,-0.8561,-5.6226
15.000,3,14.9954,-0.8194,-4.1497
15.000,4,17.1871,0.5039,-5.8859
15.000,5,17.1824,0.6991,-4.3992
15.000,6,15.0799,0.5909,-5.7215
15.000,7,15.2014,0.6735,-4.2261
15.000,8,16.6823,-0.8470,-6.3129
