sim_time,agent_id,x,y,z
0.000,0,0.3675,0.1673,-5.7840
0.000,1,0.6784,-0.5524,-4.1924
0.000,2,-0.6941,0.0984,-5.7523
0.000,3,-0.9859,0.5654,-4.4192
0.000,4,1.2902,1.1423,-6.1613
0.000,5,1.2677,1.2984,-3.6270
0.000,6,-0.0872,1.9193,-5.5044
0.000,7,-0.3115,2.0362,-4.2875
0.000,8,0.3384,-0.1074,-7.2329
0.000,9,0.7760,-0.3616,-2.4932
0.000,10,-1.0292,0.5728,-7.3480
0.000,11,-0.7525,0.7011,-2.5515
0.000,12,1.5812,1.1686,-7.4966
0.000,13,0.7991,1.2631,-2.6218
0.000,14,-0.1993,2.1001,-7.4673
0.000,15,-0.5188,1.6710,-2.6977
0.000,16,0.1450,-1.6776,-5.9051
0.000,17,-0.3763,-1.2579,-4.5127
0.000,18,-1.7683,-1.2286,-5.6254
0.000,19,-1.6757,-0.8722,-4.4371
1.000,0,0.8799,0.1096,-5.6676
1.000,1,1.2155,-0.4282,-4.1437
1.000,2,-0.6620,0.0561,-5.8511
1.000,3,-0.4557,0.5518,-4.3522
1.000,4,1.8073,1.2728,-6.0664
1.000,5,1.7388,1.2834,-3.9525
1.000,6,0.3952,1.7910,-5.7353
1.000,7,0.2001,2.0217,-4.1491
1.000,8,0.8681,-0.0726,-7.1620
1.000,9,1.3211,-0.3438,-2.5924
1.000,10,-0.4957,0.5497,-7.2633
1.000,11,-0.4001,0.3422,-2.5560
1.000,12,2.1107,1.1409,-7.5980
1.000,13,1.2366,1.2013,-2.3160
1.000,14,0.3324,2.0443,-7.3748
1.000,15,-0.1062,1.9564,-2.7232
1.000,16,0.6886,-1.6062,-5.9324
1.000,17,0.0908,-1.3568,-4.6040
1.000,18,-1.2774,-1.2913,-5.7895
1.000,19,-1.3025,-0.7522,-4.2344
2.000,0,1.8907,0.1030,-5.5438
2.000,1,2.2602,-0.3282,-4.1893
2.000,2,-0.0280,-0.0528,-5.8033
2.000,3,0.5068,0.5154,-4.3589
2.000,4,2.8217,1.3010,-5.9569
2.000,5,2.7317,1.2311,-4.1706
2.000,6,1.3806,1.6620,-5.7974
2.000,7,1.1944,1.9426,-4.2206
2.000,8,1.8973,-0.0344,-7.0386
2.000,9,2.3617,-0.3066,-2.7356
2.000,10,0.4696,0.5203,-7.1668
2.000,11,0.4173,0.1349,-2.6815
2.000,12,3.1277,1.0863,-7.4934
2.000,13,2.2068,1.1345,-2.3267
2.000,14,1.3338,1.9432,-7.2131
2.000,15,0.8359,2.0331,-2.7586
2.000,16,1.7452,-1.5133,-5.9611
2.000,17,1.0913,-1.3583,-4.6157
2.000,18,-0.2678,-1.3592,-5.8247
2.000,19,-0.3347,-0.6777,-4.1720
3.000,0,3.0076,0.1675,-5.5486
3.000,1,3.4374,-0.3278,-4.2385
3.000,2,0.2233,-0.5769,-5.6985
3.000,3,1.6039,0.5557,-4.4097
3.000,4,3.9795,1.2567,-5.8544
3.000,5,3.8836,1.1633,-4.2941
3.000,6,2.5064,1.5425,-5.6824
3.000,7,2.3281,1.8494,-4.2951
3.000,8,3.0675,-0.0171,-7.0327
3.000,9,3.5359,-0.3204,-2.7198
3.000,10,1.5596,0.5231,-7.0416
3.000,11,1.4359,0.1302,-2.8568
3.000,12,4.2797,1.0235,-7.2893
3.000,13,3.3343,1.1264,-2.4875
3.000,14,2.4655,1.8541,-7.1644
3.000,15,1.9436,1.9749,-2.8442
3.000,16,2.9374,-1.4087,-5.9442
3.000,17,2.2566,-1.2861,-4.6149
3.000,18,0.7623,-1.7780,-5.8126
3.000,19,0.8353,-0.6867,-4.1901
4.000,0,4.1652,0.1188,-5.5591
4.000,1,4.6477,-0.3646,-4.2207
4.000,2,1.0388,-0.4108,-5.5885
4.000,3,2.7739,0.5699,-4.4905
4.000,4,5.1742,1.2318,-5.7418
4.000,5,5.0593,1.0888,-4.3106
4.000,6,3.6834,1.5004,-5.7051
4.000,7,3.5117,1.8403,-4.2489
4.000,8,4.2764,-0.0144,-7.0554
4.000,9,4.7451,-0.3611,-2.7303
4.000,10,2.7275,0.5199,-6.8710
4.000,11,2.5927,0.1454,-3.0476
4.000,12,5.4716,0.9441,-7.1795
4.000,13,4.5060,1.1379,-2.6990
4.000,14,3.6392,1.7744,-7.1854
4.000,15,3.0732,1.8834,-2.8241
4.000,16,4.1566,-1.3153,-5.9210
4.000,17,3.4476,-1.1913,-4.6096
4.000,18,1.8804,-2.0757,-5.7780
4.000,19,2.0299,-0.7172,-4.2296
5.000,0,5.3558,0.1008,-5.5235
5.000,1,5.8687,-0.4051,-4.2408
5.000,2,2.1708,-0.3191,-5.5145
5.000,3,3.9692,0.5520,-4.6130
5.000,4,6.3817,1.2125,-5.7064
5.000,5,6.2418,1.0306,-4.2017
5.000,6,4.8634,1.5251,-5.6958
5.000,7,4.7154,1.8267,-4.2397
5.000,8,5.4885,-0.0170,-7.0117
5.000,9,5.9656,-0.3667,-2.7459
5.000,10,3.9240,0.5049,-6.6904
5.000,11,3.7859,0.1474,-3.1955
5.000,12,6.6792,0.8545,-7.1396
5.000,13,5.6869,1.1067,-2.9046
5.000,14,4.8272,1.6855,-7.1826
5.000,15,4.2202,1.7731,-2.8189
5.000,16,5.3787,-1.3274,-5.9121
5.000,17,4.6270,-1.1127,-4.6276
5.000,18,3.0825,-2.0639,-5.7152
5.000,19,3.2304,-0.7108,-4.2821
6.000,0,6.5301,0.1267,-5.4856
6.000,1,7.0895,-0.4661,-4.2450
6.000,2,3.3741,-0.2618,-5.4562
6.000,3,5.1770,0.5479,-4.7452
6.000,4,7.5892,1.1892,-5.7056
6.000,5,7.4464,0.9900,-4.2564
6.000,6,6.0448,1.5248,-5.6834
6.000,7,5.9229,1.7667,-4.2268
6.000,8,6.6668,-0.0523,-6.9675
6.000,9,7.1861,-0.3652,-2.7508
6.000,10,5.1304,0.4820,-6.5106
6.000,11,4.9955,0.1538,-3.2807
6.000,12,7.8944,0.7860,-7.1095
6.000,13,6.8038,1.0755,-2.8840
6.000,14,6.0209,1.5843,-7.1883
6.000,15,5.3709,1.6473,-2.8437
6.000,16,6.6016,-1.3358,-5.9004
6.000,17,5.7917,-1.0717,-4.6762
